PropertyID,CountyName,DwellingTypeDescr,Year_of_Construction,TypeofRating,EnergyRating,BerRating,TotalFloorArea,UValueWall,UValueRoof,UValueFloor,UValueWindow,UvalueDoor,WallArea,RoofArea,FloorArea,WindowArea,DoorArea,NoStoreys,CO2Rating,MainSpaceHeatingFuel,MainWaterHeatingFuel,HSMainSystemEfficiency,MultiDwellingMPRN,HSSupplSystemEff,WHMainSystemEff,GroundFloorUValue,SolarHotWaterHeating,InsulationType,InsulationThickness,GroundFloorArea,GroundFloorHeight,FirstFloorArea,FirstFloorHeight,SecondFloorArea,SecondFloorHeight,ThirdFloorArea,ThirdFloorHeight,RoomInRoofArea,PurposeOfRating,DateOfAssessment
21731,Leitrim,Semi-detached house,2006,Final,C1,151.14,102.31,0.27,0.16,0.25,2.12,3,95.21,50.51,50.82,15.25,1.89,2,38.8,Heating Oil ,Heating Oil ,85.5,NO,30,85.5,0,NO ,Factory Insulated             ,40,52.8,2.4,49.51,2.65,0,0,0,0,0,Unknown,07/04/2009
21732,Leitrim,Detached house,2006,Final,B3,148.2,127,0.27,0.16,0.25,2.06,3,146.1,62.75,64.25,19.4,2,2,38.13,Heating Oil ,Heating Oil ,85.5,NO,30,85.5,0,NO ,Factory Insulated             ,40,64.25,2.4,62.75,2.65,0,0,0,0,0,Unknown,07/04/2009
21733,Leitrim,Semi-detached house,2006,Existing,C1,169.25,112.46,0.35,0.2,0.34,1.91,3,92.03,55.75,56.71,17.34,1.89,2,43.32,Heating Oil ,Heating Oil ,79,NO,30,79,0,NO ,Factory Insulated             ,25,56.71,2.49,55.75,2.65,0,0,0,0,0,Unknown,10/05/2010
21734,Leitrim,House,1958,Existing,E2,359.37,169,1.1,0.9,0.81,2,3,309,116,127,17.97,3.7,2,80.56,Heating Oil ,Heating Oil ,85,NO,65,85,0,NO ,Factory Insulated             ,50,125,2.3,44,1.6,0,0,0,0,0,Unknown,22/04/2010
21735,Leitrim,House,2006,Provisional,B3,142.51,157,0.27,0.16,0.21,1.8,3,129.9,157,157,42.05,3.7,1,36.98,Heating Oil ,Heating Oil ,92.4,NO,30,92.4,0,NO ,Factory Insulated             ,35,157,2.65,0,0,0,0,0,0,0,Unknown,11/05/2010
21736,Leitrim,Semi-detached house,1952,Existing,C3,215.62,129.16,0.27,0.13,0.65,2.7,3,103.87,64.58,64.58,23.23,3.45,2,55.56,Heating Oil ,Heating Oil ,79,NO,30,79,0,NO ,Factory Insulated             ,40,64.58,2.58,64.58,2.78,0,0,0,0,0,Unknown,05/05/2010
21737,Leitrim,House,1945,Existing,G,842.94,49.3,1.99,0.4,0.96,4.8,3,71.46,49.3,49.3,6.7,3.7,1,270.87,Solid Multi-Fuel,Solid Multi-Fuel,55,NO,0,55,0,NO ,Loose Jacket                  ,0,36,2.2,0,0,0,0,13.3,2.45,0,Unknown,13/05/2010
21738,Leitrim,House,1850,Existing,D1,257.9,159.3,0.93,0.35,0.61,3.42,3.23,199.83,127.3,127.3,25.59,3.49,2,58.15,Heating Oil ,Heating Oil ,85.5,NO,65,85.5,0,NO ,Loose Jacket                  ,20,137.3,2.36,22,2.7,0,0,0,0,0,Unknown,14/05/2010
21739,Leitrim,Detached house,1900,Existing,G,1627.37,44.14,2.1,1.35,1.02,2.8,3,76.59,48.8,44.14,7.53,2.77,1,536.23,Solid Multi-Fuel,Electricity ,30,NO,60,100,0,,,,44.14,3.3,0,0,0,0,0,0,0,Unknown,14/05/2010
21740,Leitrim,End of terrace house,2002,Existing,C2,196.78,142.58,0.55,0.26,0.44,2.62,3,122.77,77.62,77.62,23.89,3.59,2,50.98,Heating Oil ,Heating Oil ,85.3,NO,30,85.3,0,NO ,Factory Insulated             ,40,77.62,2.35,64.96,2.65,0,0,0,0,0,Unknown,19/05/2010
21741,Leitrim,House,2010,Final,B2,103.71,90.4,0.14,0.13,0.14,1.6,3,97.3,90.4,90.4,10.37,3.8,1,26.35,Heating Oil ,Heating Oil ,92.8,NO,55,92.8,0,YES,Factory Insulated             ,55,90.4,2.45,0,0,0,0,0,0,0,Unknown,28/05/2010
21742,Leitrim,House,1900,Existing,E1,311.22,71.19,0.42,0.13,0.44,3.1,3,83.42,96.19,71.19,11.06,3.7,1,81.02,Heating Oil ,Heating Oil ,85.3,NO,30,85.3,0.44,NO ,Factory Insulated             ,30,71.19,3.18,0,0,0,0,0,0,0,Unknown,27/05/2010
21743,Leitrim,House,2006,Existing,B3,133.99,210.38,0.37,0.16,0.26,1.7,2.7,192.72,110.26,110.26,31.81,3.85,1,33.73,Heating Oil ,Heating Oil ,85.2,NO,77,85.2,0,NO ,Factory Insulated             ,30,110.69,2.7,99.69,2.73,0,0,0,0,0,Unknown,18/05/2010
21744,Leitrim,House,2005,Existing,B3,134.98,160.25,0.31,0.25,0.37,2.11,3,101.11,141.76,92.53,15.51,1.85,2,33.96,Heating Oil ,Heating Oil ,83.6,NO,55,83.6,0,NO ,Factory Insulated             ,40,95.79,2.45,64.46,1.94,0,0,0,0,0,Unknown,28/05/2010
21745,Leitrim,Semi-detached house,1985,Existing,E2,355.81,82.22,0.27,0.13,0.74,2.8,3,104.97,40.26,41.96,12.34,5.05,2,89.86,Heating Oil ,Heating Oil ,55,NO,30,55,0,NO ,Factory Insulated             ,0,41.96,2.44,40.26,2.6,0,0,0,0,0,Unknown,04/06/2010
21746,Leitrim,Ground-floor apartment,2006,Existing,D2,263.07,74.5,0.29,0.2,0.31,2.1,3,53.19,16.83,74.5,5.44,1.85,1,62.65,Electricity ,Electricity ,100,NO,0,100,0,NO ,Factory Insulated             ,80,74.5,2.46,0,0,0,0,0,0,0,Unknown,26/11/2009
21747,Leitrim,House,1900,Existing,G,1044.21,102.64,2.1,1.66,1.11,3.1,3,144.83,64.12,64.15,17,3.81,2,259.84,Electricity ,Electricity ,100,NO,30,100,0,NO ,Factory Insulated             ,50,64.13,2.79,38.51,2.75,0,0,0,0,0,Unknown,23/06/2010
21748,Leitrim,Detached house,2004,Existing,C3,224.76,126.8,0.33,0.13,0.41,2.6,3,100.95,123.69,123.69,19.89,3.86,1,58.39,Heating Oil ,Heating Oil ,83.6,NO,30,83.6,0,NO ,Factory Insulated             ,40,126.8,2.53,0,0,0,0,0,0,0,Unknown,25/06/2010
21749,Leitrim,House,2006,Existing,C1,159.1,164.36,0.26,0.22,0.37,1.91,2.2,143.1,102.49,82.63,26.27,3.81,2,41.82,Heating Oil ,Heating Oil ,85.2,NO,50,85.2,0,NO ,Factory Insulated             ,40,83.78,2.48,80.58,2.68,0,0,0,0,0,Unknown,14/07/2009
21750,Leitrim,Detached house,1983,Existing,C1,162.11,123.01,0.3,0.13,0.57,2.7,3,82.1,123.01,123.01,29.81,1.85,1,42.47,Heating Oil ,Heating Oil ,94.8,NO,30,94.8,0,NO ,Factory Insulated             ,35,123.01,2.38,0,0,0,0,0,0,0,Unknown,07/07/2010
21751,Leitrim,House,1946,Existing,G,664.9,67.67,1.89,2.3,0.9,2.92,3,114.27,72.17,67.67,8.16,3.98,1,149.98,Heating Oil ,Heating Oil ,85,NO,60,85,0,NO ,Loose Jacket                  ,0,67.67,3.22,0,0,0,0,0,0,0,Unknown,05/07/2010
21752,Leitrim,House,2009,Final,B1,85.05,227,0.2,0.12,0.19,2.1,0.25,200,113,119,48.97,4.18,2,19.18,Heating Oil ,Heating Oil ,93.1,NO,65,93.1,0,YES,Factory Insulated             ,150,119,2.65,108,2.6,0,0,0,0,0,Unknown,01/07/2010
21753,Leitrim,House,1900,Existing,C3,209.87,78.59,0.27,0.16,0.84,4.58,3,94.14,78.59,78.59,6.54,3.7,1,53.39,Heating Oil ,Heating Oil ,92.8,NO,60,92.8,0,NO ,Factory Insulated             ,50,78.59,2.42,0,0,0,0,0,0,0,Unknown,05/07/2010
21754,Leitrim,Detached house,1999,Existing,D2,265.31,121.19,0.55,0.35,0.41,2.8,3,97.56,121.19,121.19,22.87,1.85,1,68.93,Heating Oil ,Heating Oil ,79,NO,30,79,0,NO ,Loose Jacket                  ,30,121.19,2.58,0,0,0,0,0,0,0,Unknown,15/07/2010
21755,Leitrim,Mid-terrace house,2005,Existing,C1,173.83,84.8,0.37,0.21,0.31,2.41,3,31.62,43.6,42.4,12.45,1.91,2,43.69,Heating Oil ,Heating Oil ,83.6,NO,30,83.6,0,NO ,Factory Insulated             ,20,42.4,2.43,42.4,2.56,0,0,0,0,0,Unknown,26/07/2010
21756,Leitrim,Detached house,1980,Existing,C2,182.7,96,0.6,0.2,0.57,2.8,0,110,96,96,14.32,0,1,46.45,Heating Oil ,Heating Oil ,92.2,NO,65,92.2,0,NO ,Factory Insulated             ,80,96,2.75,0,0,0,0,0,0,0,Unknown,26/07/2010
21757,Leitrim,Detached house,1984,Existing,C2,187.03,226.06,0.25,0.16,0.25,3.1,3,204.01,139.28,143.13,55.32,1.85,2,48.39,Heating Oil ,Heating Oil ,85,NO,30,85,0,NO ,Loose Jacket                  ,50,143.14,2.36,82.92,2.43,0,0,0,0,0,Unknown,08/07/2010
21758,Leitrim,Semi-detached house,1984,Existing,D2,272.88,94.45,0.59,0.4,0.57,4.36,3,41.72,110.92,53.33,11.36,3.92,2,70.4,Heating Oil ,Heating Oil ,83,NO,30,83,0,NO ,Factory Insulated             ,25,53.33,2.48,0,0,0,0,0,0,41.12,Unknown,04/08/2010
21759,Leitrim,House,1910,Existing,E2,368.32,121.14,2.16,1.97,0.87,4.58,3,135.31,81,72.66,8.96,3.7,2,97.62,Heating Oil ,Heating Oil ,92.8,NO,30,92.8,0,NO ,Factory Insulated             ,20,72.66,2.28,48.48,1.82,0,0,0,0,0,Unknown,22/07/2010
21760,Leitrim,Detached house,2008,Existing,B2,122.95,203.6,0.27,0.21,0.25,1.9,3,220.82,98.48,93.68,33.03,1.85,3,29.69,Heating Oil ,Heating Oil ,85.5,NO,40,85.5,0,NO ,Factory Insulated             ,30,93.68,2.6,75.42,2.85,34.5,1.76,0,0,0,Unknown,13/08/2010
21761,Leitrim,Semi-detached house,2001,Existing,D1,242.08,142.17,0.55,0.4,0.41,2.79,4.66,127.08,76.6,76.6,24.21,8.64,2,62.39,Heating Oil ,Heating Oil ,79,NO,30,79,0,NO ,Factory Insulated             ,15,76.6,2.44,65.57,2.9,0,0,0,0,0,Unknown,21/04/2010
21762,Leitrim,Detached house,2004,Existing,C2,187.05,185.8,0.55,0.38,0.41,2.1,2.68,157.88,101.67,92.9,18.22,5.23,2,48.21,Heating Oil ,Heating Oil ,85,NO,30,85,0,NO ,Factory Insulated             ,40,92.9,2.43,92.9,2.48,0,0,0,0,0,Unknown,24/08/2010
21763,Leitrim,House,2000,Existing,C3,206.1,140.43,0.27,0.13,0.41,2.6,3,112.25,140.43,140.43,15.13,3.7,1,53.08,Heating Oil ,Heating Oil ,85.6,NO,30,85.6,0,NO ,Factory Insulated             ,35,140.43,2.5,0,0,0,0,0,0,0,Unknown,17/08/2010
21764,Leitrim,Detached house,1986,Existing,B2,122.21,160.1,0.32,0.17,0.55,2.97,2.17,119.93,121.06,104.12,22.47,5.09,2,27.94,Bulk LPG (propane or butane),Bulk LPG (propane or butane),91.1,NO,55,91.1,0,YES,Factory Insulated             ,35,112.97,2.48,47.13,1.85,0,0,0,0,0,Unknown,23/08/2010
21765,Leitrim,Detached house,1984,Existing,D2,299.99,119.75,0.27,0.15,0.57,3,3,93.88,119.75,119.75,19.89,1.9,1,76.11,Heating Oil ,Heating Oil ,70,NO,30,70,0,NO ,Loose Jacket                  ,0,119.75,2.48,0,0,0,0,0,0,0,Unknown,25/08/2010
21766,Leitrim,House,1983,Existing,C2,195.62,149.4,0.3,0.23,0.57,3.1,3,115,147.04,104.3,21.49,1.85,2,49.21,Heating Oil ,Heating Oil ,85.1,NO,79,85.1,0,NO ,Loose Jacket                  ,80,104.3,2.68,0,0,0,0,0,0,45.1,Unknown,25/08/2010
21767,Leitrim,Semi-detached house,2006,Existing,B3,147.24,119.2,0.37,0.2,0.34,2.3,3,100.3,60.6,60.6,18.09,2,2,38.23,Heating Oil ,Heating Oil ,85.5,NO,30,85.5,0,NO ,Factory Insulated             ,40,60.6,2.4,58.6,2.4,0,0,0,0,0,Unknown,29/08/2009
21768,Leitrim,Detached house,1986,Existing,D2,286.47,138,0.31,0.13,0.57,2.7,3,104.16,138.58,138.58,23.65,4.79,1,72.61,Heating Oil ,Heating Oil ,70,NO,45,70,0,NO ,Loose Jacket                  ,35,138,2.58,0,0,0,0,0,0,0,Unknown,25/08/2010
21769,Leitrim,Detached house,1992,Existing,C3,224.35,148.94,0.6,0.13,0.56,2.8,3,111.31,148.94,148.94,40.17,3.7,1,53.18,Heating Oil ,Heating Oil ,94.8,NO,20,94.8,0,NO ,Loose Jacket                  ,30,148.94,2.66,0,0,0,0,0,0,0,Unknown,29/08/2010
21770,Leitrim,Maisonette,2004,Existing,E1,307.36,125.17,0.55,0.75,1,2.9,1,27.95,95.82,82.62,6.23,1.85,2,73.2,Electricity ,Electricity ,100,NO,100,100,0,NO ,Factory Insulated             ,30,82.62,2.45,42.55,2.09,0,0,0,0,0,Unknown,03/09/2010
21771,Leitrim,House,1940,Existing,E1,331.89,112.47,1.95,0.4,0.84,3.1,3,156.41,61.03,61.03,14.17,3.7,2,85.1,Heating Oil ,Heating Oil ,94.8,NO,65,94.8,0,NO ,Loose Jacket                  ,30,61.03,2.55,51.44,2.68,0,0,0,0,0,Unknown,10/09/2010
21772,Leitrim,Detached house,1977,Existing,D2,297.28,129.5,1.78,0.4,0.73,2.85,3,83.8,129.5,129.5,27.2,6.15,1,73.24,Heating Oil ,Heating Oil ,85.7,NO,0,85.7,0,NO ,Factory Insulated             ,25,129.5,2.4,0,0,0,0,0,0,0,Unknown,14/09/2010
21773,Leitrim,Semi-detached house,2005,Existing,C2,192.45,120.1,0.37,0.26,0.34,2.3,2.69,110.39,60.7,60.7,19.79,4.85,2,49.4,Heating Oil ,Heating Oil ,85,NO,30,85,0,NO ,Factory Insulated             ,30,60.7,2.38,59.4,2.98,0,0,0,0,0,Unknown,16/09/2010
21774,Leitrim,Detached house,2002,Existing,D1,246.03,124.72,0.55,0.4,0.41,2.8,3,104.47,124.72,124.72,16.91,3.88,1,63.96,Heating Oil ,Heating Oil ,79,NO,30,79,0,NO ,Factory Insulated             ,30,124.72,2.55,0,0,0,0,0,0,0,Unknown,18/09/2010
21775,Leitrim,House,1970,Existing,D2,276.68,106.52,0.33,0.17,0.75,3.5,2.5,113.95,106.52,106.52,20.08,1.85,1,62.36,Heating Oil ,Heating Oil ,85,NO,55,85,0,NO ,Factory Insulated             ,12,106.52,2.5,0,0,0,0,0,0,0,Unknown,17/09/2010
21776,Leitrim,House,2008,Final,C1,157.79,177,0.37,0.16,0.23,1.9,3,208.8,97.6,97.6,34.88,3.7,2,41.02,Heating Oil ,Heating Oil ,85,NO,30,85,0,NO ,Factory Insulated             ,35,97.6,2.47,79.4,2.7,0,0,0,0,0,Unknown,20/08/2009
21777,Leitrim,House,2008,Final,C1,157.45,177,0.37,0.16,0.23,1.9,3,208.8,97.6,97.6,34.88,3.7,2,40.93,Heating Oil ,Heating Oil ,85,NO,30,85,0,NO ,Factory Insulated             ,35,97.6,2.47,79.4,2.7,0,0,0,0,0,Unknown,20/08/2009
21778,Leitrim,House,2003,Existing,E1,337.02,96.03,0.55,0.2,0.41,2.8,2.93,86.38,47.99,48.08,15.29,3.74,2,80.26,Electricity ,Electricity ,100,NO,0,100,0,NO ,Factory Insulated             ,40,48.04,2.7,47.99,2.67,0,0,0,0,0,Unknown,27/09/2010
21779,Leitrim,Detached house,1980,Existing,B3,142.03,150.7,0.28,0.15,0.79,2.58,2.5,168.99,83,83,28.47,1.9,2,34.33,Heating Oil ,Heating Oil ,95,NO,50,95,0,NO ,Factory Insulated             ,40,83,2.49,67.7,2.7,0,0,0,0,0,Unknown,10/09/2010
21780,Leitrim,Detached house,1979,Existing,C3,217.68,130.25,0.6,0.4,0.57,2.7,2.85,97.24,86.37,96.25,24.64,1.9,2,56.6,Heating Oil ,Heating Oil ,79,NO,30,79,0,NO ,Factory Insulated             ,50,96.25,2.6,0,0,0,0,0,0,34,Unknown,24/09/2010
21781,Leitrim,Detached house,1973,Existing,D2,294.92,172.52,0.27,0.13,0.52,3.13,3,102,172.52,175.28,36.2,2.17,1,75.95,Heating Oil ,Heating Oil ,65,NO,30,65,0,NO ,Loose Jacket                  ,40,172.52,2.74,0,0,0,0,0,0,0,Unknown,11/10/2010
21782,Leitrim,Detached house,2005,Existing,C1,171.39,156.4,0.37,0.26,0.37,2,3,163.1,83.87,83.87,29.44,5,2,44.02,Heating Oil ,Heating Oil ,85,NO,30,85,0,NO ,Factory Insulated             ,35,83.87,2.55,72.53,2.68,0,0,0,0,0,Unknown,15/10/2010
21783,Leitrim,Ground-floor apartment,2009,Final,C3,205.67,42.62,0.17,0,0.22,1.5,0,21.31,0,42.62,3.44,0,1,48.98,Electricity ,Electricity ,100,NO,100,100,0,NO ,Factory Insulated             ,0,42.62,2.55,0,0,0,0,0,0,0,Unknown,21/09/2010
21784,Leitrim,Ground-floor apartment,2009,Final,C3,211.91,40.14,0.17,0,0.22,1.5,0,26.17,0,40.14,3.44,0,1,50.47,Electricity ,Electricity ,100,NO,100,100,0,NO ,Factory Insulated             ,0,40.14,2.55,0,0,0,0,0,0,0,Unknown,21/09/2010
21785,Leitrim,Top-floor apartment,2009,Final,C3,200.83,43,0.17,0.16,0,1.5,0,29.95,43,0,2.65,0,1,47.83,Electricity ,Electricity ,100,NO,100,100,0,NO ,Factory Insulated             ,0,0,0,43,2.55,0,0,0,0,0,Unknown,23/09/2010
21786,Leitrim,Ground-floor apartment,2009,Final,C2,197.86,40.6,0.17,0,0.22,1.5,0,16.44,0,40.6,3.36,0,1,47.12,Electricity ,Electricity ,100,NO,100,100,0,NO ,Factory Insulated             ,0,40.6,2.55,0,0,0,0,0,0,0,Unknown,21/09/2010
21787,Leitrim,Ground-floor apartment,2009,Final,C2,186.53,40,0.17,0,0.22,1.5,0,18.21,0,40,3.43,0,1,44.42,Electricity ,Electricity ,100,NO,100,100,0,NO ,Factory Insulated             ,0,40,2.57,0,0,0,0,0,0,0,Unknown,21/09/2010
21788,Leitrim,Top-floor apartment,2009,Final,C2,190.87,40.65,0.17,0.14,0,1.5,0,18.99,40.65,0,3.18,0,1,45.46,Electricity ,Electricity ,100,NO,100,100,0,NO ,Factory Insulated             ,0,0,0,40.65,2.65,0,0,0,0,0,Unknown,21/09/2010
21789,Leitrim,Top-floor apartment,2009,Final,C2,188.71,40.84,0.17,0.14,0,1.5,0,17.51,40.84,0,3.17,0,1,44.94,Electricity ,Electricity ,100,NO,100,100,0,NO ,Factory Insulated             ,0,0,0,40.84,2.66,0,0,0,0,0,Unknown,21/09/2010
21790,Leitrim,Top-floor apartment,2009,Final,C2,195.3,43.86,0.17,0.14,0,1.5,0,31.82,43.86,0,5.87,0,1,46.51,Electricity ,Electricity ,100,NO,100,100,0,NO ,Factory Insulated             ,0,0,0,43.86,2.66,0,0,0,0,0,Unknown,21/09/2010
21791,Leitrim,House,1800,Existing,G,1226.33,44.8,2.1,2.3,1.1,4.8,3,75.2,44.8,44.8,4.6,1.7,1,292.05,Electricity ,Electricity ,100,NO,0,100,0,NO ,Factory Insulated             ,0,44.8,2.2,0,0,0,0,0,0,0,Unknown,19/10/2010
21792,Leitrim,Top-floor apartment,2009,Final,C3,203.79,40.24,0.17,0.16,0,1.5,0,27.22,40.24,0,2.68,0,1,48.53,Electricity ,Electricity ,100,NO,100,100,0,NO ,Factory Insulated             ,0,0,0,40.24,2.57,0,0,0,0,0,Unknown,21/09/2010
21793,Leitrim,Apartment,1999,Existing,D1,240.18,75.58,0.55,0.27,0,2.62,3,30.1,36.85,0,9.43,1.85,2,57.2,Electricity ,Electricity ,100,NO,100,100,0,NO ,Factory Insulated             ,30,0,0,37.79,2.42,37.79,2.62,0,0,0,Unknown,25/07/2010
21794,Leitrim,Detached house,2000,Existing,D1,249.34,124.21,0.54,0.16,0.47,2.7,3,149.64,66.2,67.69,29.55,3.78,2,59.32,Heating Oil ,Heating Oil ,85,NO,20,85,0,NO ,Factory Insulated             ,32,67.69,2.59,56.52,2.77,0,0,0,0,0,Unknown,19/10/2010
21795,Leitrim,Detached house,1880,Existing,D2,287.02,99.09,0.35,1.34,0.77,3.1,3,79.43,99.09,99.09,23.26,3.7,1,72.86,Heating Oil ,Heating Oil ,75,NO,65,75,0,NO ,Factory Insulated             ,20,99.09,2.28,0,0,0,0,0,0,0,Unknown,21/10/2010
21796,Leitrim,Apartment,2006,Existing,C3,210.14,119.55,0.37,0.2,0.44,2.8,3,48.3,64.25,10.05,13.02,1.85,2,50.04,Electricity ,Electricity ,100,NO,100,100,0,NO ,Factory Insulated             ,80,54.75,2.45,64.8,2.69,0,0,0,0,0,Unknown,26/10/2010
21797,Leitrim,Mid-terrace house,2006,Existing,D2,292.17,87.72,0.37,0.2,0.31,2.7,3,41.75,43.86,43.86,15.03,1.85,2,72.02,Electricity ,Electricity ,100,NO,30,100,0,NO ,Factory Insulated             ,80,43.86,2.43,43.86,2.69,0,0,0,0,0,Unknown,26/10/2010
21798,Leitrim,Apartment,2006,Existing,D1,244.68,119.55,0.37,0.2,0.44,2.8,3,96.66,64.25,10.05,13.02,1.85,2,58.27,Electricity ,Electricity ,100,NO,100,100,0,NO ,Factory Insulated             ,80,54.75,2.45,64.8,2.69,0,0,0,0,0,Unknown,26/10/2010
21799,Leitrim,Mid-terrace house,2006,Existing,D2,296.95,87.72,0.37,0.2,0.31,2.7,3,36.58,43.86,43.86,15.03,1.85,2,73.22,Electricity ,Electricity ,100,NO,30,100,0,NO ,Factory Insulated             ,80,43.86,2.43,43.86,2.69,0,0,0,0,0,Unknown,26/10/2010
21800,Leitrim,Apartment,2006,Existing,D1,259.08,109.36,0.37,0.2,0,2.79,3,116.37,54.03,0,15.8,1.85,2,61.7,Electricity ,Electricity ,100,NO,100,100,0,NO ,Factory Insulated             ,80,54.68,2.45,54.68,2.69,0,0,0,0,0,Unknown,26/10/2010
21801,Leitrim,Ground-floor apartment,2006,Existing,D2,289.17,55.44,0.37,0.25,0.26,2.7,3,18.49,6.54,55.44,8.86,1.85,1,68.87,Electricity ,Electricity ,100,NO,100,100,0,NO ,Factory Insulated             ,80,55.44,2.45,0,0,0,0,0,0,0,Unknown,26/10/2010
21802,Leitrim,Ground-floor apartment,2006,Existing,D2,263.67,63.94,0.37,0.25,0.26,2.7,3,14.65,4.56,63.94,8.86,1.85,1,62.79,Electricity ,Electricity ,100,NO,100,100,0,NO ,Factory Insulated             ,80,63.94,2.45,0,0,0,0,0,0,0,Unknown,26/10/2010
21803,Leitrim,Apartment,2006,Existing,C3,205.59,109.36,0.37,0.2,0,2.79,3,47.2,54.03,0,15.8,1.85,2,48.96,Electricity ,Electricity ,100,NO,100,100,0,NO ,Factory Insulated             ,80,54.68,2.45,54.68,2.69,0,0,0,0,0,Unknown,26/10/2010
21804,Leitrim,Apartment,2006,Existing,D1,237.07,109.36,0.37,0.2,0,2.79,3,88.1,54.03,0,15.8,1.85,2,56.46,Electricity ,Electricity ,100,NO,100,100,0,NO ,Factory Insulated             ,80,54.68,2.45,54.68,2.69,0,0,0,0,0,Unknown,26/10/2010
21805,Leitrim,Apartment,2006,Existing,C3,213.46,109.36,0.37,0.2,0,2.79,3,57.5,54.03,0,15.8,1.85,2,50.84,Electricity ,Electricity ,100,NO,100,100,0,NO ,Factory Insulated             ,80,54.68,2.45,54.68,2.69,0,0,0,0,0,Unknown,26/10/2010
21806,Leitrim,Apartment,2006,Existing,C3,213.46,109.36,0.37,0.2,0,2.79,3,57.5,54.03,0,15.8,1.85,2,50.84,Electricity ,Electricity ,100,NO,100,100,0,NO ,Factory Insulated             ,80,54.68,2.45,54.68,2.69,0,0,0,0,0,Unknown,26/10/2010
21807,Leitrim,Apartment,2006,Existing,D2,281.26,108.45,0.37,0.2,0,2.7,3,132.01,57.14,0,21.88,1.85,2,66.98,Electricity ,Electricity ,100,NO,100,100,0,NO ,Factory Insulated             ,80,51.31,2.45,57.14,2.69,0,0,0,0,0,Unknown,26/10/2010
21808,Leitrim,Apartment,2006,Existing,D1,252.79,109.28,0.37,0.22,0,2.7,3,99.18,54.64,0,15.36,1.85,2,60.2,Electricity ,Electricity ,100,NO,100,100,0,NO ,Factory Insulated             ,80,54.64,2.45,54.64,2.69,0,0,0,0,0,Unknown,26/10/2010
21809,Leitrim,Ground-floor apartment,2006,Existing,E1,339.85,54.48,0.37,0,0.34,2.7,3,47.09,0,54.48,11.02,1.85,1,80.94,Electricity ,Electricity ,100,NO,100,100,0,NO ,Factory Insulated             ,80,54.48,2.45,0,0,0,0,0,0,0,Unknown,26/10/2010
21810,Leitrim,End of terrace house,1999,Existing,D1,226.25,98.92,0.28,0.13,0.41,3.03,2.9,92.19,49.46,49.46,14.33,1.85,2,57.61,Heating Oil ,Heating Oil ,85.3,NO,30,85.3,0,NO ,Loose Jacket                  ,20,49.46,2.49,49.46,2.69,0,0,0,0,0,Unknown,04/11/2010
21811,Leitrim,Maisonette,1880,Existing,G,669.4,106.64,0.6,2.3,0.61,3.25,3,58,95.65,39,3.94,2.1,2,159.42,Electricity ,Electricity ,100,NO,100,100,0,NO ,Factory Insulated             ,25,39,3,67.64,3.2,0,0,0,0,0,Unknown,28/10/2010
21812,Leitrim,Top-floor apartment,1880,Existing,G,621.33,85,0.6,2.3,0,3.1,3,92.44,60,0,7.76,2.1,2,147.97,Electricity ,Electricity ,100,NO,100,100,0,NO ,Factory Insulated             ,25,42.5,3.2,42.5,3.8,0,0,0,0,0,Unknown,28/10/2010
21813,Leitrim,Maisonette,1880,Existing,G,640.46,126,0.6,2.3,0.61,3.1,3,112.86,89.1,63,7.44,2.1,2,152.52,Electricity ,Electricity ,100,NO,0,100,0,NO ,Factory Insulated             ,25,63,3.2,63,3.6,0,0,0,0,0,Unknown,28/10/2010
21814,Leitrim,House,1982,Existing,C2,188.29,138.4,0.27,0.13,0.57,1.8,3,89.97,138.4,138.4,24.44,3.51,1,47.5,Heating Oil ,Heating Oil ,81.7,NO,60,81.7,0,NO ,Factory Insulated             ,35,138.4,2.55,0,0,0,0,0,0,0,Unknown,03/11/2010
21815,Leitrim,Detached house,1965,Existing,E2,363.68,133.36,1.73,0.5,0.55,3.12,2.36,162.74,122.79,143.18,34.98,1.85,1,88.69,Heating Oil ,Heating Oil ,92.4,NO,100,92.4,0,NO ,Loose Jacket                  ,50,122.79,2.49,0,0,0,0,10.57,2.22,0,Unknown,05/11/2010
21816,Leitrim,Detached house,1982,Existing,C3,224.22,123.42,0.27,0.13,0.57,2.6,3,117.44,123.42,123.42,20.7,5.85,1,55.2,Heating Oil ,Heating Oil ,85,NO,60,85,0,NO ,Factory Insulated             ,30,123.42,2.5,0,0,0,0,0,0,0,Unknown,16/11/2010
21817,Leitrim,Detached house,1900,Existing,C1,156.5,236.22,0.44,0.35,0.41,2.8,3,125.29,163.9,141.13,51.82,1.85,2,40.97,Heating Oil ,Heating Oil ,92.1,NO,30,85.2,0,YES,Factory Insulated             ,30,141.13,2.46,95.09,2.08,0,0,0,0,0,Unknown,18/11/2010
21818,Leitrim,Mid-floor apartment,2003,Existing,D1,243.26,75.34,0.52,0.35,0,2.8,3,55.58,5.17,0,8.7,1.76,1,57.93,Electricity ,Electricity ,100,NO,100,100,0,NO ,Factory Insulated             ,35,75.34,2.42,0,0,0,0,0,0,0,Unknown,18/11/2010
