PropertyID,CountyName,DwellingTypeDescr,Year_of_Construction,TypeofRating,EnergyRating,BerRating,TotalFloorArea,UValueWall,UValueRoof,UValueFloor,UValueWindow,UvalueDoor,WallArea,RoofArea,FloorArea,WindowArea,DoorArea,NoStoreys,CO2Rating,MainSpaceHeatingFuel,MainWaterHeatingFuel,HSMainSystemEfficiency,MultiDwellingMPRN,HSSupplSystemEff,WHMainSystemEff,GroundFloorUValue,SolarHotWaterHeating,InsulationType,InsulationThickness,GroundFloorArea,GroundFloorHeight,FirstFloorArea,FirstFloorHeight,SecondFloorArea,SecondFloorHeight,ThirdFloorArea,ThirdFloorHeight,RoomInRoofArea,PurposeOfRating,DateOfAssessment
25936,Leitrim,Detached house,1981,Existing,B3,129.69,215.04,0.4,0.31,0.48,2.86,1.2,173.86,157.16,157.25,23.43,4.46,2,35.6,Heating Oil ,Heating Oil ,85,NO,65,85,0,,,,157.25,2.49,57.79,1.98,0,0,0,0,0,Grant Support,17/08/2023
25937,Leitrim,Detached house,1980,Existing,A3,62.68,115.52,0.27,0.49,0.57,2.06,3,87.6,115.52,115.52,28.3,2.02,1,27.38,Heating Oil ,Heating Oil ,92.7,NO,60,92.7,0,,,,115.52,2.59,0,0,0,0,0,0,0,Grant Support,29/08/2023
25938,Leitrim,Detached house,2005,Existing,B2,106.88,290.43,0.36,0.25,0.34,2.2,3,223.59,190.97,178.43,27.34,3.7,2,29.29,Heating Oil ,Heating Oil ,92.1,NO,60,92.1,0,,,,178.43,2.66,112,2.46,0,0,0,0,0,Grant Support,31/08/2023
25939,Leitrim,Detached house,2004,Existing,C1,151.67,101.37,0.37,0.2,0.41,2.7,2.88,88.7,101.37,101.37,15.01,3.86,1,46.62,Heating Oil ,Heating Oil ,83,NO,30,83,0,,,,101.37,2.51,0,0,0,0,0,0,0,Grant Support,18/09/2023
25940,Leitrim,Detached house,2004,Existing,B1,93.61,261.15,0.42,0.21,0.31,2.2,3.18,278.45,192.66,184.44,36.19,11.61,2,27.69,Heating Oil ,Heating Oil ,95,NO,60,95,0,,,,184.44,2.45,76.71,2.52,0,0,0,0,0,Grant Support,14/09/2023
25941,Leitrim,Top-floor apartment,2002,Existing,C3,220.71,68.68,0.76,0.4,0,3.1,1.36,67.27,73.19,0,7.95,1.94,1,28.25,Electricity ,Electricity ,100,NO,100,100,0,,,,68.68,2.61,0,0,0,0,0,0,0,Sale,04/10/2023
25942,Leitrim,Detached house,1991,Existing,B3,148.43,212.21,0.6,0.49,0.64,3.1,3,205.81,125.11,116.57,35.17,4.29,2,43.72,Heating Oil ,Heating Oil ,79,NO,60,79,0,,,,116.57,2.43,95.64,1.78,0,0,0,0,0,Grant Support,10/10/2023
25943,Leitrim,Semi-detached house,2005,Existing,A3,65.68,130.87,0.36,0.25,0.34,2.19,3,131.42,54.95,53.46,15.57,1.85,3,23.34,Heating Oil ,Heating Oil ,85.6,NO,60,85.6,0,,,,53.46,2.46,53.46,2.75,0,0,0,0,23.95,Other,20/10/2023
25944,Leitrim,Detached house,1900,Existing,F,420.24,61.25,0.86,0.67,1.05,2.1,2.91,106.55,61.25,61.25,8.22,2.91,1,97.59,Heating Oil ,Heating Oil ,85.5,NO,60,85.5,0,,,,61.25,2.65,0,0,0,0,0,0,0,Sale,20/10/2023
25945,Leitrim,House,1995,Existing,E1,315.5,97.74,0.55,0.4,0.41,2.8,2.59,83.24,97.74,97.74,13.86,5.04,1,81.61,Heating Oil ,Heating Oil ,70,NO,30,70,0,NO ,Loose Jacket                  ,30,97.74,2.49,0,0,0,0,0,0,0,Unknown,07/10/2009
25946,Leitrim,House,1970,Existing,G,820.16,63,1.78,2.3,1.23,4.8,3,62.4,64,63,12.66,4,3,211.39,Heating Oil ,Heating Oil ,60,NO,30,60,0,NO ,Loose Jacket                  ,0,63,2.4,0,0,0,0,0,0,0,Unknown,11/09/2009
25947,Leitrim,Detached house,2005,Existing,B3,147.89,215.12,0.36,0.19,0.34,2.08,3,193.01,150.46,136.81,27.27,4.04,2,38.6,Heating Oil ,Heating Oil ,95,NO,30,95,0,NO ,Factory Insulated             ,50,136.81,2.7,78.31,1.98,0,0,0,0,0,Unknown,16/11/2009
25948,Leitrim,Detached house,2000,Existing,B3,141.25,132.6,0.33,0.18,0.44,2.8,3,110.78,71.18,66.3,22.52,3.7,2,36.81,Heating Oil ,Heating Oil ,85.3,NO,30,85.3,0,YES,Factory Insulated             ,30,66.3,2.37,66.3,2.3,0,0,0,0,0,Unknown,04/12/2009
25949,Leitrim,Detached house,2007,Final,B2,112.07,146.32,0.25,0.14,0.18,1.7,2,163.49,75.17,74.79,30.95,3.78,2,28.81,Heating Oil ,Heating Oil ,91.6,NO,30,91.6,0,YES,Factory Insulated             ,55,74.79,2.48,71.53,2.73,0,0,0,0,0,Unknown,30/10/2009
25950,Leitrim,Semi-detached house,2006,Final,B3,130.88,117,0.28,0.16,0.25,2.33,2.9,95,58,58.5,13.67,3.2,2,30,Bulk LPG (propane or butane),Bulk LPG (propane or butane),91.4,NO,35,91.4,0,NO ,Factory Insulated             ,50,58.5,2.45,58.5,2.7,0,0,0,0,0,Unknown,01/03/2010
25951,Leitrim,Semi-detached house,2005,Existing,C2,192.27,90.16,0.37,0.26,0.34,2.7,3,85.26,45.19,45.19,14.64,2.88,2,49.57,Heating Oil ,Heating Oil ,83.6,NO,30,83.6,0,NO ,Factory Insulated             ,30,45.19,2.47,44.97,2.89,0,0,0,0,0,Unknown,05/11/2010
25952,Leitrim,Detached house,2007,Existing,B3,140.19,135.34,0.37,0.2,0.37,1.74,2,147.85,67.28,69.97,24.54,3.97,2,36.14,Heating Oil ,Heating Oil ,91.6,NO,30,91.6,0,YES,Factory Insulated             ,55,69.97,2.44,65.37,2.71,0,0,0,0,0,Unknown,18/03/2011
25953,Leitrim,House,1950,Existing,B3,141.92,104.29,0.24,0.16,0.39,2,3,133.07,59.45,62.4,18.73,3.7,2,32.34,Heating Oil ,Heating Oil ,97,NO,65,97,0.39,NO ,Factory Insulated             ,150,62.4,2.43,41.89,2.15,0,0,0,0,0,Unknown,13/06/2011
25954,Leitrim,House,1996,Existing,B3,137.69,187.2,0.55,0.35,0.41,2.8,3,96.45,191.96,123,23.08,3.7,2,34.96,Heating Oil ,Heating Oil ,94.4,NO,65,94.4,0,NO ,Loose Jacket                  ,50,123,2.5,0,0,0,0,0,0,64.2,Unknown,17/06/2010
25955,Leitrim,Detached house,2006,Existing,B3,140.03,136.57,0.37,0.25,0.37,1.9,3,157.26,70.82,70.82,20.42,1.85,2,35.71,Heating Oil ,Heating Oil ,91.6,NO,30,91.6,0,YES,Factory Insulated             ,50,70.82,2.45,65.75,2.71,0,0,0,0,0,Unknown,24/02/2012
25956,Leitrim,Detached house,1899,Existing,E2,349.22,83.07,0.25,0.15,0.39,1.72,3,103.52,68.25,56.53,7.26,5.25,2,79.26,Electricity ,Electricity ,100,NO,30,100,0,NO ,None                          ,0,56.53,2.89,26.54,1.83,0,0,0,0,0,Unknown,14/04/2012
25957,Leitrim,Detached house,1980,Existing,D2,271.48,74.94,0.32,0.16,0.64,5.7,3,91.91,74.94,74.94,5.87,3.7,1,55.88,Heating Oil ,Heating Oil ,84.3,NO,30,84.3,0,NO ,Loose Jacket                  ,80,74.94,2.64,0,0,0,0,0,0,0,Grant Support,07/05/2012
25958,Leitrim,Semi-detached house,1974,Existing,D2,283.56,31.36,0.6,0.13,0.94,1.4,3,33.98,31.36,31.36,5.38,3.73,1,71.18,Heating Oil ,Heating Oil ,94.8,NO,72.6,94.8,0,NO ,Factory Insulated             ,35,31.36,2.45,0,0,0,0,0,0,0,Social housing letting,19/06/2012
25959,Leitrim,Detached house,1967,Existing,C1,154.39,88.62,0.28,0.15,0.13,1.4,3,90.78,88.62,87.89,12.05,1.85,1,38.1,Heating Oil ,Heating Oil ,92.3,NO,60,92.3,0,NO ,Factory Insulated             ,50,88.62,2.53,0,0,0,0,0,0,0,Other,10/07/2012
25960,Leitrim,Semi-detached house,1994,Existing,D1,227.13,48.03,0.55,0.13,0.44,2.8,3,42.38,48.03,48.03,6.48,4.32,1,56.67,Heating Oil ,Heating Oil ,93.8,NO,72.6,93.8,0,NO ,Factory Insulated             ,30,48.03,2.43,0,0,0,0,0,0,0,Social housing letting,12/09/2012
25961,Leitrim,Semi-detached house,1997,Existing,C3,220.82,47.31,0.55,0.13,0.44,2.8,3,43.27,47.31,47.31,7.43,4.22,1,55.1,Heating Oil ,Heating Oil ,94.8,NO,72.6,94.8,0,NO ,Factory Insulated             ,35,47.31,2.53,0,0,0,0,0,0,0,Social housing letting,24/09/2012
25962,Leitrim,Semi-detached house,2000,Existing,C3,205.45,142.76,0.55,0.26,0.41,2.62,4.38,128.86,76.86,76.86,22.38,10.68,2,53.57,Heating Oil ,Heating Oil ,85.3,NO,30,85.3,0,NO ,Factory Insulated             ,50,76.86,2.47,65.9,2.9,0,0,0,0,0,Private Letting,28/08/2012
25963,Leitrim,Semi-detached house,2000,Existing,C1,160.99,102.78,0.55,0.13,0.41,2.7,3,96.02,51.39,51.39,12.52,3.86,2,40.82,Heating Oil ,Heating Oil ,94.4,NO,45,94.4,0,NO ,Factory Insulated             ,30,51.39,2.41,50.58,2.67,0,0,0.81,2.34,0,Social housing letting,05/10/2012
25964,Leitrim,Detached house,1981,Existing,C2,181.54,145.9,0.3,0.15,0.46,2.57,0,115.85,145.9,145.9,25.69,0,1,45.26,Heating Oil ,Heating Oil ,79,NO,45,79,0,NO ,Loose Jacket                  ,80,145.9,2.6,0,0,0,0,0,0,0,Sale,22/10/2012
25965,Leitrim,Detached house,2012,Final,B2,103.36,153.22,0.14,0.13,0.12,1.52,3,113.76,153.22,153.22,22.66,7.41,1,25.31,Heating Oil ,Heating Oil ,92.4,NO,65,92.4,0,YES,Factory Insulated             ,35,153.22,2.47,0,0,0,0,0,0,0,New dwelling for owner occupat,05/10/2012
25966,Leitrim,Detached house,1969,Existing,E1,327.7,102.35,0.84,0.15,0.73,5.49,3,96.61,104.95,102.35,20.65,4.23,1,72.84,Heating Oil ,Heating Oil ,85,NO,65,85,0,NO ,Factory Insulated             ,25,102.35,2.82,0,0,0,0,0,0,0,Social housing letting,13/08/2012
25967,Leitrim,Detached house,1993,Existing,D1,247.89,129.75,0.27,0.15,0.57,3.1,3,101.18,129.75,129.75,18.89,5.55,1,63.75,Heating Oil ,Heating Oil ,70,NO,30,70,0,NO ,Loose Jacket                  ,80,129.75,2.59,0,0,0,0,0,0,0,Grant Support,20/11/2012
25968,Leitrim,Ground-floor apartment,1968,Existing,E1,334.82,72.66,0.27,0.13,0.73,3.1,3,84.4,72.66,72.66,8.73,3.7,1,83.14,Heating Oil ,Heating Oil ,65,NO,45,65,0,NO ,Loose Jacket                  ,80,72.66,2.44,0,0,0,0,0,0,0,Grant Support,27/11/2012
25969,Leitrim,Semi-detached house,1985,Existing,E2,373.57,85.59,0.34,0.19,0.64,2.7,2.9,90.9,45.05,44.52,8.42,5.14,2,120.56,Solid Multi-Fuel,Solid Multi-Fuel,45,NO,30,45,0,NO ,Factory Insulated             ,50,40.54,2.42,41.07,2.72,0,0,3.98,2.39,0,Social housing letting,16/10/2012
25970,Leitrim,Semi-detached house,1985,Existing,F,384.64,85.16,0.35,0.19,0.7,2.7,2.9,97.82,44.8,44.19,8.44,5.18,2,124.23,Solid Multi-Fuel,Solid Multi-Fuel,45,NO,30,45,0,NO ,Factory Insulated             ,50,40.36,2.47,40.97,2.71,0,0,3.83,2.33,0,Social housing letting,16/10/2012
25971,Leitrim,Semi-detached house,1993,Existing,E2,347.56,82.24,0.31,0.16,0.64,2.7,3,82.18,41.12,41.12,11.44,3.77,2,111.93,Solid Multi-Fuel,Solid Multi-Fuel,45,NO,30,45,0,NO ,Factory Insulated             ,60,41.12,2.47,41.12,2.76,0,0,0,0,0,Social housing letting,09/01/2013
25972,Leitrim,Semi-detached house,1993,Existing,E2,347.22,82.64,0.31,0.16,0.64,2.7,3,82.14,41.32,41.32,11.54,3.82,2,111.82,Solid Multi-Fuel,Solid Multi-Fuel,45,NO,30,45,0,NO ,Factory Insulated             ,60,41.32,2.48,41.32,2.75,0,0,0,0,0,Social housing letting,10/01/2013
25973,Leitrim,Semi-detached house,2005,Existing,C2,183.32,113.85,0.37,0.25,0.34,1.9,3,109.79,57.8,57.8,15.4,3.7,2,47.02,Heating Oil ,Heating Oil ,84.2,NO,30,84.2,0,NO ,Factory Insulated             ,35,57.8,2.55,56.05,2.65,0,0,0,0,0,Private Letting,07/02/2013
25974,Leitrim,End of terrace house,2004,Existing,C3,208.3,98,0.53,0.36,0.41,2.82,3,86.2,49,49,12.92,5,2,43.45,Heating Oil ,Heating Oil ,85.1,NO,30,85.1,0,NO ,Factory Insulated             ,40,49,2.43,49,2.43,0,0,0,0,0,Private Letting,19/02/2013
25975,Leitrim,Mid-terrace house,2006,Final,E2,343.23,124.06,0.37,2.3,0.26,2.7,3,59.38,62.03,62.03,14.2,1.85,2,78.72,Electricity ,Electricity ,100,NO,30,100,0,NO ,Factory Insulated             ,20,62.03,2.64,62.03,2.72,0,0,0,0,0,Sale,25/02/2013
25976,Leitrim,Semi-detached house,1978,Existing,F,393.49,44.6,0.41,0.16,0.64,2.7,3,42.5,44.6,44.6,7.77,3.73,1,120.44,Solid Multi-Fuel,Solid Multi-Fuel,65,NO,100,65,0,NO ,Loose Jacket                  ,50,44.6,2.58,0,0,0,0,0,0,0,Social housing letting,15/03/2013
25977,Leitrim,Semi-detached house,1981,Existing,E2,347.95,48.12,0.4,0.13,0.56,2.7,3,50.59,47.63,48.12,8.87,3.85,1,106.22,Solid Multi-Fuel,Solid Multi-Fuel,72.6,NO,100,72.6,0,NO ,Factory Insulated             ,45,44.96,2.67,0,0,0,0,3.16,2.72,0,Social housing letting,27/02/2013
25978,Leitrim,Top-floor apartment,2005,Existing,D1,243.58,141.39,0.61,0.32,0,2,3,119.38,85.56,0,35.59,1.85,1,52.74,Electricity ,Electricity ,100,NO,100,100,0,NO ,Factory Insulated             ,50,0,0,78.86,3.05,62.53,3.05,0,0,0,Sale,04/03/2013
25979,Leitrim,Detached house,1987,Existing,C2,185.65,211.86,0.32,0.24,0.57,2.08,3,174.82,169.75,164.11,34.04,3.98,2,40.49,Heating Oil ,Heating Oil ,92.4,NO,55,92.4,0,NO ,Factory Insulated             ,30,164.11,2.47,47.75,1.95,0,0,0,0,0,Grant Support,14/03/2013
25980,Leitrim,Detached house,1930,Existing,G,796.81,73.33,2.03,2.3,1.07,2.9,3,103.17,42.67,41.89,8.74,1.85,2,184.55,Electricity ,Electricity ,100,NO,30,100,0,NO ,Factory Insulated             ,35,41.89,1.96,31.44,2.22,0,0,0,0,0,Sale,17/04/2013
25981,Leitrim,Semi-detached house,2006,Existing,C2,183.69,111.26,0.37,0.2,0.34,2.71,3,92.89,56.1,56.1,15.39,1.85,2,46.87,Heating Oil ,Heating Oil ,85,NO,30,85,0,NO ,Factory Insulated             ,25,56.1,2.45,55.16,2.7,0,0,0,0,0,Sale,24/04/2013
25982,Leitrim,Detached house,2006,Provisional,C1,167.07,135.86,0.27,0.16,0.25,1.9,3,165.8,69.86,70.81,24.07,3.71,2,41.9,Heating Oil ,Heating Oil ,79,NO,30,79,0,NO ,Factory Insulated             ,35,70.81,2.41,65.05,2.7,0,0,0,0,0,Sale,30/04/2013
25983,Leitrim,Semi-detached house,1988,Existing,C3,219.98,128.3,0.59,0.17,0.47,2.87,3,111.53,76.94,76.94,16.29,3.7,2,56.49,Heating Oil ,Heating Oil ,85.5,NO,30,85.5,0,NO ,Factory Insulated             ,30,76.94,2.41,51.36,2.7,0,0,0,0,0,Grant Support,09/05/2013
25984,Leitrim,End of terrace house,1975,Existing,D2,288.97,106,1.78,0.4,0.84,2.8,3,116.22,53,53,8.04,3.7,2,63.17,Heating Oil ,Heating Oil ,85.7,NO,50,85.7,0,NO ,Factory Insulated             ,40,53,2.44,53,2.35,0,0,0,0,0,Private Letting,31/05/2013
25985,Leitrim,Top-floor apartment,2006,Existing,C2,191.2,100.62,0.37,0.25,0,1.9,3,40.19,50.31,0,9.14,1.85,2,41.4,Electricity ,Electricity ,100,NO,0,100,0,NO ,Factory Insulated             ,35,50.31,2.47,50.31,2.7,0,0,0,0,0,Social housing letting,09/07/2013
25986,Leitrim,Detached house,2000,Existing,D2,280.17,80.83,0.55,0.26,0.44,2.74,3,102.77,80.83,80.83,15.62,3.15,1,72.54,Heating Oil ,Heating Oil ,85.3,NO,30,85.3,0,NO ,Factory Insulated             ,30,80.83,2.76,0,0,0,0,0,0,0,Private Letting,31/07/2013
25987,Leitrim,Detached house,2002,Existing,D1,237.19,147.04,0.51,0.38,0.41,2.75,3,165.29,98.63,90.57,20.25,3.7,2,48.65,Heating Oil ,Heating Oil ,85,NO,30,85,0,NO ,Factory Insulated             ,25,90.57,2.71,56.47,2.53,0,0,0,0,0,Social housing letting,16/07/2013
25988,Leitrim,Detached house,1840,Existing,D1,232.9,163.09,1.14,0.17,0.57,2.7,3,156.82,83.52,83.52,16.56,3.68,2,58.02,Heating Oil ,Heating Oil ,60,NO,72.4,60,0,YES,Factory Insulated             ,35,83.52,2.41,79.57,2.35,0,0,0,0,0,Grant Support,30/08/2013
25989,Leitrim,Semi-detached house,1950,Existing,G,523.13,65.9,2.2,2.3,0.92,2.7,3,91.43,33.65,33.65,9.47,3.7,2,127.53,Heating Oil ,Heating Oil ,85,NO,60,85,0,NO ,Factory Insulated             ,35,33.65,2.45,32.25,2.8,0,0,0,0,0,Sale,24/09/2013
25990,Leitrim,Ground-floor apartment,2000,Existing,D2,299.25,49,0.66,0.25,0.26,2.8,3,36.46,43,43,3.16,1.85,1,64.8,Electricity ,Electricity ,100,NO,0,100,0,NO ,Factory Insulated             ,50,49,2.35,0,0,0,0,0,0,0,Private Letting,04/10/2013
25991,Leitrim,Mid-floor apartment,2005,Existing,B3,130.24,129.45,0.83,0,0,2.2,1.36,50.12,0,0,17.87,1.85,2,25.1,Mains Gas ,Mains Gas ,80.2,NO,100,80.2,0,NO ,None                          ,0,0,0,129.45,2.44,0,0,0,0,0,Private Letting,26/09/2013
25992,Leitrim,Detached house,1975,Existing,G,465.04,32.19,0.45,0.13,1.02,2.8,3,49.53,32.19,32.19,5.57,1.88,1,142.35,Solid Multi-Fuel,Solid Multi-Fuel,65,NO,100,65,0,NO ,Loose Jacket                  ,50,32.19,2.43,0,0,0,0,0,0,0,Social housing letting,24/10/2013
25993,Leitrim,Detached house,1975,Existing,G,464.32,35.72,0.45,0.13,1.02,2.8,3,50.91,35.72,35.72,5.63,1.88,1,142.32,Solid Multi-Fuel,Solid Multi-Fuel,65,NO,100,65,0,NO ,Loose Jacket                  ,25,35.72,2.44,0,0,0,0,0,0,0,Social housing letting,24/10/2013
25994,Leitrim,Semi-detached house,1985,Existing,C2,198.17,85.29,0.34,0.17,0.64,2.7,3,90.15,45.25,44.74,8.82,5.55,2,50,Heating Oil ,Heating Oil ,85.7,NO,45,85.7,0,NO ,Factory Insulated             ,30,40.04,2.44,40.55,2.71,0,0,4.7,2.48,0,Social housing letting,24/10/2013
25995,Leitrim,Semi-detached house,1985,Existing,F,384.96,85.61,0.34,0.17,0.64,2.7,3,89.9,45.39,44.85,8.81,5.56,2,123.23,Solid Multi-Fuel,Solid Multi-Fuel,45,NO,30,45,0,NO ,Factory Insulated             ,20,40.22,2.42,40.76,2.72,0,0,4.63,2.42,0,Social housing letting,24/10/2013
25996,Leitrim,Semi-detached house,1990,Existing,G,493.93,43.89,0.31,0.13,0.64,2.7,3,41.7,43.89,43.89,4.88,4.43,1,155.41,Solid Multi-Fuel,Solid Multi-Fuel,45,NO,100,45,0,NO ,Factory Insulated             ,25,43.89,2.45,0,0,0,0,0,0,0,Social housing letting,24/10/2013
25997,Leitrim,Semi-detached house,1990,Existing,G,509.32,43.93,0.31,0.13,0.64,2.7,3,40.56,43.93,43.93,4.83,4.35,1,158.25,Solid Multi-Fuel,Solid Multi-Fuel,45,NO,100,45,0,NO ,Loose Jacket                  ,25,43.93,2.39,0,0,0,0,0,0,0,Social housing letting,24/10/2013
25998,Leitrim,Detached house,1900,Existing,G,467.43,64.58,2,0.74,0.96,2.8,3,84.48,39.87,64.91,5.74,4.2,1,111.18,Heating Oil ,Heating Oil ,85.7,NO,100,85.7,0,NO ,Loose Jacket                  ,40,64.58,2.37,0,0,0,0,0,0,0,Grant Support,30/09/2013
25999,Leitrim,Ground-floor apartment,2001,Existing,D2,273.8,75.26,0.7,0.36,0.36,2.75,3,41.59,6.87,75.26,6.44,1.85,1,59.29,Electricity ,Electricity ,100,NO,100,100,0,NO ,Factory Insulated             ,35,75.26,2.38,0,0,0,0,0,0,0,Private Letting,06/12/2013
26000,Leitrim,Detached house,1960,Existing,D1,252.44,221.14,1.06,0.71,0.56,2.81,3,111.28,227.85,142.25,28.61,3.7,2,63.86,Heating Oil ,Heating Oil ,85.5,NO,45,85.5,0,NO ,Loose Jacket                  ,80,142.25,2.76,0,0,0,0,0,0,78.89,Grant Support,05/12/2013
26001,Leitrim,Detached house,1977,Existing,E2,378.24,85.14,2.4,0.13,0.84,2.8,3,96.87,85.12,85.14,11.78,4,1,96.15,Heating Oil ,Heating Oil ,90,NO,60,90,0,NO ,Loose Jacket                  ,30,85.14,2.5,0,0,0,0,0,0,0,Grant Support,09/01/2014
26002,Leitrim,Detached house,2005,Existing,C2,195.79,269,0.37,0.18,0.34,2.8,3,276,129.96,143,22.39,6,2,20.12,Wood Pellets (bulk supply for ,Wood Pellets (bulk supply for ,65,NO,30,65,0,NO ,Factory Insulated             ,50,143,2.6,0,0,0,0,0,0,126,Grant Support,17/12/2013
26003,Leitrim,Semi-detached house,1998,Existing,E2,352.1,86.4,0.29,0.13,0.41,3.1,3.05,84.81,43.2,43.2,11.9,5.05,2,110.69,Solid Multi-Fuel,Solid Multi-Fuel,45,NO,30,45,0,NO ,None                          ,0,43.2,2.6,43.2,2.7,0,0,0,0,0,Grant Support,12/12/2013
26004,Leitrim,Detached house,1880,Existing,E1,329.31,95.3,1.24,0.13,0.71,4.8,3,118.51,95.2,95.24,15.03,4,1,72.91,Heating Oil ,Heating Oil ,85.3,NO,55,85.3,0,NO ,Loose Jacket                  ,30,95.3,2.39,0,0,0,0,0,0,0,Grant Support,22/01/2014
26005,Leitrim,Mid-terrace house,2006,Existing,C1,150.74,117.61,0.37,0.2,0.31,2,2.83,54.28,59.9,59.85,12.33,5.14,2,38.28,Heating Oil ,Heating Oil ,79,NO,30,79,0,NO ,Factory Insulated             ,25,57.71,2.38,59.9,2.66,0,0,0,0,0,Sale,25/01/2014
26006,Leitrim,Semi-detached house,2004,Existing,D1,225.99,112.66,0.55,0.36,0.41,2,3,99.26,56.33,56.33,13.9,3.7,2,53.23,Heating Oil ,Heating Oil ,84.2,NO,20,84.2,0,NO ,Factory Insulated             ,35,56.33,2.46,56.33,2.91,0,0,0,0,0,Private Letting,03/03/2014
26007,Leitrim,Detached house,1970,Existing,E1,315.46,110.66,0.37,0.13,0.73,2.2,3,109.64,110.66,110.66,19.29,5.82,1,80.47,Heating Oil ,Heating Oil ,70,NO,30,70,0,NO ,Loose Jacket                  ,25,110.66,2.74,0,0,0,0,0,0,0,Sale,04/03/2014
26008,Leitrim,Mid-terrace house,2005,Existing,C3,207.63,72.75,0.37,0.39,0.41,2.2,3,49.06,37.86,37.86,13.18,2.14,2,50.66,Heating Oil ,Heating Oil ,79,NO,0,79,0,NO ,Factory Insulated             ,35,37.86,2.4,34.89,2.8,0,0,0,0,0,Sale,04/04/2014
26009,Leitrim,Mid-terrace house,2003,Existing,D2,267,75.23,0.53,0.39,0.3,2.7,3,45.49,38.75,38.11,13.9,1.88,2,60.48,Electricity ,Electricity ,100,NO,100,100,0,NO ,Factory Insulated             ,20,37.12,2.7,38.11,3.06,0,0,0,0,0,Private Letting,15/05/2014
26010,Leitrim,Mid-terrace house,2003,Existing,D1,252.36,106.37,0.53,0.39,0.3,2.7,3,57.88,54.77,53.91,16.24,3.23,2,57.17,Electricity ,Electricity ,100,NO,100,100,0,NO ,Factory Insulated             ,15,52.46,2.7,53.91,3.02,0,0,0,0,0,Private Letting,15/05/2014
26011,Leitrim,Ground-floor apartment,1935,Existing,G,470.56,85.04,0.99,0.19,0.84,2.7,3,107.62,85.04,85.04,10.91,5.4,1,121.98,Heating Oil ,Heating Oil ,70,NO,30,70,0,NO ,Loose Jacket                  ,35,85.04,2.7,0,0,0,0,0,0,0,Grant Support,12/06/2014
26012,Leitrim,Ground-floor apartment,2003,Existing,E1,312.94,53.9,0.75,0.36,0.41,2.7,3,43.17,13.48,53.9,5.98,1.36,1,70.89,Electricity ,Electricity ,100,NO,100,100,0,NO ,Factory Insulated             ,50,53.9,2.35,0,0,0,0,0,0,0,Private Letting,10/06/2014
26013,Leitrim,Detached house,2004,Existing,C3,212.96,108.1,0.55,0.26,0.44,2.2,2.86,142.39,54.05,54.05,17.69,3.94,2,47.9,Heating Oil ,Heating Oil ,85,NO,60,85,0,NO ,Factory Insulated             ,25,54.05,2.68,54.05,2.87,0,0,0,0,0,Sale,14/06/2014
26014,Leitrim,Semi-detached house,2000,Existing,F,441.53,49,0.32,0.13,0.44,2.8,2.75,46.99,49,49,9.61,2.73,1,137.84,Solid Multi-Fuel,Solid Multi-Fuel,45,NO,100,45,0,NO ,Loose Jacket                  ,40,49,2.45,0,0,0,0,0,0,0,Grant Support,27/06/2014
26015,Leitrim,Semi-detached house,2000,Existing,F,422.37,61,0.32,0.13,0.44,2.8,2.75,56.31,61,61,10.32,4.58,1,131.86,Solid Multi-Fuel,Solid Multi-Fuel,45,NO,100,45,0,NO ,Loose Jacket                  ,40,61,2.45,0,0,0,0,0,0,0,Grant Support,27/06/2014
26016,Leitrim,Ground-floor apartment,1984,Existing,D1,243.78,44.11,0.31,0,0.57,3.1,3,35.74,0,44.11,6.08,2.01,1,61.87,Heating Oil ,Heating Oil ,79,NO,30,79,0,NO ,Loose Jacket                  ,50,44.11,2.42,0,0,0,0,0,0,0,Grant Support,06/07/2014
26017,Leitrim,Mid-terrace house,2005,Existing,C1,170.05,125.24,0.37,0.25,0.26,2,3,66.06,62.62,62.62,9.58,3.7,2,42.86,Heating Oil ,Heating Oil ,84.2,NO,30,84.2,0,NO ,Factory Insulated             ,35,62.62,2.44,62.62,2.9,0,0,0,0,0,Private Letting,16/07/2014
26018,Leitrim,Detached house,2003,Existing,E1,337.9,131.49,0.33,0.35,0.44,2.8,3.01,89.98,109.63,87.49,11.01,4,2,108.1,Solid Multi-Fuel,Solid Multi-Fuel,45,NO,30,45,0,NO ,Loose Jacket                  ,50,87.49,2.44,0,0,0,0,0,0,44,Grant Support,02/07/2014
26019,Leitrim,Detached house,1996,Existing,F,408.58,83.94,0.33,0.13,0.44,3.1,3.04,92.2,83.94,83.94,11.12,3.81,1,131.36,Solid Multi-Fuel,Solid Multi-Fuel,45,NO,30,45,0,NO ,Loose Jacket                  ,50,83.94,2.45,0,0,0,0,0,0,0,Grant Support,29/07/2014
26020,Leitrim,Detached house,1997,Existing,F,385.87,76.35,0.33,0.13,0.44,3.1,3.04,72.31,76.35,76.35,9.04,3.92,1,123.12,Solid Multi-Fuel,Solid Multi-Fuel,45,NO,60,45,0,NO ,Loose Jacket                  ,50,76.35,2.4,0,0,0,0,0,0,0,Grant Support,24/07/2014
26021,Leitrim,Mid-terrace house,2004,Existing,C1,165.21,79.4,0.3,0.16,0.36,2.36,3,57.42,39.7,39.7,10.92,1.99,2,41.82,Heating Oil ,Heating Oil ,85,NO,30,85,0,NO ,Factory Insulated             ,30,39.7,2.48,39.7,2.8,0,0,0,0,0,Grant Support,25/07/2014
